"id";"categoria";"subtema";"perfil_usuario";"pergunta";"resposta";"canal_sugerido";"prioridade"
"FAQ-0097";"Uso Indevido e Fraude";"transacoes nao reconhecidas";"beneficiario de gratuidade";"O sistema identificou uso suspeito. Isso significa fraude confirmada? Sou beneficiario de gratuidade e o caso envolve transacoes nao reconhecidas. Estou tentando entender antes de usar novamente.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (transacoes nao reconhecidas), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0098";"Uso Indevido e Fraude";"transacoes nao reconhecidas";"trabalhador que usa integracao";"Posso pedir revisao de movimentacoes que nao sao minhas? Sou trabalhador que usa integracao e o caso envolve transacoes nao reconhecidas. Nao sei se foi erro ou fraude.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (transacoes nao reconhecidas), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0099";"Uso Indevido e Fraude";"transacoes nao reconhecidas";"titular com deslocamento recorrente";"O que acontece quando ha suspeita de uso por outra pessoa? Sou titular com deslocamento recorrente e o caso envolve transacoes nao reconhecidas. Quero uma orientacao clara para nao perder o beneficio.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (transacoes nao reconhecidas), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0100";"Uso Indevido e Fraude";"transacoes nao reconhecidas";"beneficiario de gratuidade";"Consigo recuperar o cartao depois de uma suspeita de fraude? Sou beneficiario de gratuidade e o caso envolve transacoes nao reconhecidas. Estou tentando entender antes de usar novamente.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (transacoes nao reconhecidas), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0101";"Uso Indevido e Fraude";"uso em local desconhecido";"titular com deslocamento recorrente";"Vi uma transacao que nao reconheco. O que faco? Sou titular com deslocamento recorrente e o caso envolve uso em local desconhecido. Quero uma orientacao clara para nao perder o beneficio.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0102";"Uso Indevido e Fraude";"uso em local desconhecido";"beneficiario de gratuidade";"Apareceu uso do meu cartao em um local onde eu nao estava. Como contestar? Sou beneficiario de gratuidade e o caso envolve uso em local desconhecido. Estou tentando entender antes de usar novamente.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0103";"Uso Indevido e Fraude";"uso em local desconhecido";"trabalhador que usa integracao";"Como denunciar uso indevido do meu cartao? Sou trabalhador que usa integracao e o caso envolve uso em local desconhecido. Nao sei se foi erro ou fraude.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0104";"Uso Indevido e Fraude";"uso em local desconhecido";"titular com deslocamento recorrente";"Meu cartao pode ter sido clonado? Sou titular com deslocamento recorrente e o caso envolve uso em local desconhecido. Quero uma orientacao clara para nao perder o beneficio.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0105";"Uso Indevido e Fraude";"uso em local desconhecido";"beneficiario de gratuidade";"Alguem usou meu cartao sem autorizacao. Qual o primeiro passo? Sou beneficiario de gratuidade e o caso envolve uso em local desconhecido. Estou tentando entender antes de usar novamente.";"O atendimento verifica se houve deslocamento impossivel, uso simultaneo ou padrao incompatível com uso individual. Com isso define se o cartao sera liberado ou substituido. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0106";"Uso Indevido e Fraude";"uso em local desconhecido";"trabalhador que usa integracao";"Como saber se houve fraude no meu cartao? Sou trabalhador que usa integracao e o caso envolve uso em local desconhecido. Nao sei se foi erro ou fraude.";"Nem toda sinalizacao indica fraude confirmada, mas toda anomalia relevante deve ser analisada. Por isso o ideal e abrir o chamado o quanto antes. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0107";"Uso Indevido e Fraude";"uso em local desconhecido";"titular com deslocamento recorrente";"O sistema identificou uso suspeito. Isso significa fraude confirmada? Sou titular com deslocamento recorrente e o caso envolve uso em local desconhecido. Quero uma orientacao clara para nao perder o beneficio.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0108";"Uso Indevido e Fraude";"uso em local desconhecido";"beneficiario de gratuidade";"Posso pedir revisao de movimentacoes que nao sao minhas? Sou beneficiario de gratuidade e o caso envolve uso em local desconhecido. Estou tentando entender antes de usar novamente.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0109";"Uso Indevido e Fraude";"uso em local desconhecido";"trabalhador que usa integracao";"O que acontece quando ha suspeita de uso por outra pessoa? Sou trabalhador que usa integracao e o caso envolve uso em local desconhecido. Nao sei se foi erro ou fraude.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0110";"Uso Indevido e Fraude";"uso em local desconhecido";"titular com deslocamento recorrente";"Consigo recuperar o cartao depois de uma suspeita de fraude? Sou titular com deslocamento recorrente e o caso envolve uso em local desconhecido. Quero uma orientacao clara para nao perder o beneficio.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (uso em local desconhecido), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0111";"Uso Indevido e Fraude";"uso em horario incomum";"trabalhador que usa integracao";"Vi uma transacao que nao reconheco. O que faco? Sou trabalhador que usa integracao e o caso envolve uso em horario incomum. Nao sei se foi erro ou fraude.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0112";"Uso Indevido e Fraude";"uso em horario incomum";"titular com deslocamento recorrente";"Apareceu uso do meu cartao em um local onde eu nao estava. Como contestar? Sou titular com deslocamento recorrente e o caso envolve uso em horario incomum. Quero uma orientacao clara para nao perder o beneficio.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0113";"Uso Indevido e Fraude";"uso em horario incomum";"beneficiario de gratuidade";"Como denunciar uso indevido do meu cartao? Sou beneficiario de gratuidade e o caso envolve uso em horario incomum. Estou tentando entender antes de usar novamente.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0114";"Uso Indevido e Fraude";"uso em horario incomum";"trabalhador que usa integracao";"Meu cartao pode ter sido clonado? Sou trabalhador que usa integracao e o caso envolve uso em horario incomum. Nao sei se foi erro ou fraude.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0115";"Uso Indevido e Fraude";"uso em horario incomum";"titular com deslocamento recorrente";"Alguem usou meu cartao sem autorizacao. Qual o primeiro passo? Sou titular com deslocamento recorrente e o caso envolve uso em horario incomum. Quero uma orientacao clara para nao perder o beneficio.";"O atendimento verifica se houve deslocamento impossivel, uso simultaneo ou padrao incompatível com uso individual. Com isso define se o cartao sera liberado ou substituido. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0116";"Uso Indevido e Fraude";"uso em horario incomum";"beneficiario de gratuidade";"Como saber se houve fraude no meu cartao? Sou beneficiario de gratuidade e o caso envolve uso em horario incomum. Estou tentando entender antes de usar novamente.";"Nem toda sinalizacao indica fraude confirmada, mas toda anomalia relevante deve ser analisada. Por isso o ideal e abrir o chamado o quanto antes. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0117";"Uso Indevido e Fraude";"uso em horario incomum";"trabalhador que usa integracao";"O sistema identificou uso suspeito. Isso significa fraude confirmada? Sou trabalhador que usa integracao e o caso envolve uso em horario incomum. Nao sei se foi erro ou fraude.";"Quando existe transacao nao reconhecida, a recomendacao e registrar contestacao e pedir bloqueio imediato para evitar novas utilizacoes. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0118";"Uso Indevido e Fraude";"uso em horario incomum";"titular com deslocamento recorrente";"Posso pedir revisao de movimentacoes que nao sao minhas? Sou titular com deslocamento recorrente e o caso envolve uso em horario incomum. Quero uma orientacao clara para nao perder o beneficio.";"A analise compara horario, local e frequencia de uso do cartao. Se o evento for confirmado como incompatível com seu perfil, o caso segue para tratativa antifraude. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Alta"
"FAQ-0119";"Uso Indevido e Fraude";"uso em horario incomum";"beneficiario de gratuidade";"O que acontece quando ha suspeita de uso por outra pessoa? Sou beneficiario de gratuidade e o caso envolve uso em horario incomum. Estou tentando entender antes de usar novamente.";"A melhor acao inicial e bloquear o cartao, informar as movimentacoes suspeitas e aguardar a avaliacao do historico pelo atendimento. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar whatsapp e confirmar o historico recente do cartao antes de tentar novo uso.";"WhatsApp";"Alta"
"FAQ-0120";"Uso Indevido e Fraude";"uso em horario incomum";"trabalhador que usa integracao";"Consigo recuperar o cartao depois de uma suspeita de fraude? Sou trabalhador que usa integracao e o caso envolve uso em horario incomum. Nao sei se foi erro ou fraude.";"Suspeita de clonagem ocorre quando aparecem validacoes sem aderencia ao uso esperado do titular. Nessa situacao normalmente se recomenda segunda via. Para esse tipo de situacao (uso em horario incomum), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Alta"
"FAQ-0121";"Compartilhamento e Emprestimo";"cartao emprestado";"beneficiario de gratuidade";"Posso emprestar meu cartao para outra pessoa? Sou beneficiario de gratuidade e o caso envolve cartao emprestado. Estou tentando entender antes de usar novamente.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0122";"Compartilhamento e Emprestimo";"cartao emprestado";"trabalhador que usa integracao";"Meu filho usou meu cartao. Isso pode bloquear? Sou trabalhador que usa integracao e o caso envolve cartao emprestado. Nao sei se foi erro ou fraude.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0123";"Compartilhamento e Emprestimo";"cartao emprestado";"titular com deslocamento recorrente";"O que acontece se o sistema identificar compartilhamento? Sou titular com deslocamento recorrente e o caso envolve cartao emprestado. Quero uma orientacao clara para nao perder o beneficio.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0124";"Compartilhamento e Emprestimo";"cartao emprestado";"beneficiario de gratuidade";"Uso por familiar e permitido? Sou beneficiario de gratuidade e o caso envolve cartao emprestado. Estou tentando entender antes de usar novamente.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0125";"Compartilhamento e Emprestimo";"cartao emprestado";"trabalhador que usa integracao";"Existe diferenca entre emprestimo eventual e uso indevido? Sou trabalhador que usa integracao e o caso envolve cartao emprestado. Nao sei se foi erro ou fraude.";"Mesmo quando nao ha ma-fe, o compartilhamento pode violar a titularidade do cartao. Por isso vale consultar as regras antes de permitir qualquer uso por terceiros. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0126";"Compartilhamento e Emprestimo";"cartao emprestado";"titular com deslocamento recorrente";"Como o sistema sabe que duas pessoas usaram o mesmo cartao? Sou titular com deslocamento recorrente e o caso envolve cartao emprestado. Quero uma orientacao clara para nao perder o beneficio.";"Se houve uso indevido acidental, o ideal e relatar o ocorrido, confirmar os dados do titular e aguardar a avaliacao operacional do caso. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0127";"Compartilhamento e Emprestimo";"cartao emprestado";"beneficiario de gratuidade";"Compartilhar o cartao pode gerar bloqueio definitivo? Sou beneficiario de gratuidade e o caso envolve cartao emprestado. Estou tentando entender antes de usar novamente.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0128";"Compartilhamento e Emprestimo";"cartao emprestado";"trabalhador que usa integracao";"Posso justificar um uso feito por outra pessoa? Sou trabalhador que usa integracao e o caso envolve cartao emprestado. Nao sei se foi erro ou fraude.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0129";"Compartilhamento e Emprestimo";"cartao emprestado";"titular com deslocamento recorrente";"Se meu cartao foi usado por engano por outra pessoa, como regularizar? Sou titular com deslocamento recorrente e o caso envolve cartao emprestado. Quero uma orientacao clara para nao perder o beneficio.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0130";"Compartilhamento e Emprestimo";"cartao emprestado";"beneficiario de gratuidade";"Emprestar cartao de gratuidade pode gerar penalidade? Sou beneficiario de gratuidade e o caso envolve cartao emprestado. Estou tentando entender antes de usar novamente.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (cartao emprestado), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0131";"Compartilhamento e Emprestimo";"uso por familiar";"titular com deslocamento recorrente";"Posso emprestar meu cartao para outra pessoa? Sou titular com deslocamento recorrente e o caso envolve uso por familiar. Quero uma orientacao clara para nao perder o beneficio.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0132";"Compartilhamento e Emprestimo";"uso por familiar";"beneficiario de gratuidade";"Meu filho usou meu cartao. Isso pode bloquear? Sou beneficiario de gratuidade e o caso envolve uso por familiar. Estou tentando entender antes de usar novamente.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0133";"Compartilhamento e Emprestimo";"uso por familiar";"trabalhador que usa integracao";"O que acontece se o sistema identificar compartilhamento? Sou trabalhador que usa integracao e o caso envolve uso por familiar. Nao sei se foi erro ou fraude.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0134";"Compartilhamento e Emprestimo";"uso por familiar";"titular com deslocamento recorrente";"Uso por familiar e permitido? Sou titular com deslocamento recorrente e o caso envolve uso por familiar. Quero uma orientacao clara para nao perder o beneficio.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0135";"Compartilhamento e Emprestimo";"uso por familiar";"beneficiario de gratuidade";"Existe diferenca entre emprestimo eventual e uso indevido? Sou beneficiario de gratuidade e o caso envolve uso por familiar. Estou tentando entender antes de usar novamente.";"Mesmo quando nao ha ma-fe, o compartilhamento pode violar a titularidade do cartao. Por isso vale consultar as regras antes de permitir qualquer uso por terceiros. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0136";"Compartilhamento e Emprestimo";"uso por familiar";"trabalhador que usa integracao";"Como o sistema sabe que duas pessoas usaram o mesmo cartao? Sou trabalhador que usa integracao e o caso envolve uso por familiar. Nao sei se foi erro ou fraude.";"Se houve uso indevido acidental, o ideal e relatar o ocorrido, confirmar os dados do titular e aguardar a avaliacao operacional do caso. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0137";"Compartilhamento e Emprestimo";"uso por familiar";"titular com deslocamento recorrente";"Compartilhar o cartao pode gerar bloqueio definitivo? Sou titular com deslocamento recorrente e o caso envolve uso por familiar. Quero uma orientacao clara para nao perder o beneficio.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0138";"Compartilhamento e Emprestimo";"uso por familiar";"beneficiario de gratuidade";"Posso justificar um uso feito por outra pessoa? Sou beneficiario de gratuidade e o caso envolve uso por familiar. Estou tentando entender antes de usar novamente.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0139";"Compartilhamento e Emprestimo";"uso por familiar";"trabalhador que usa integracao";"Se meu cartao foi usado por engano por outra pessoa, como regularizar? Sou trabalhador que usa integracao e o caso envolve uso por familiar. Nao sei se foi erro ou fraude.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0140";"Compartilhamento e Emprestimo";"uso por familiar";"titular com deslocamento recorrente";"Emprestar cartao de gratuidade pode gerar penalidade? Sou titular com deslocamento recorrente e o caso envolve uso por familiar. Quero uma orientacao clara para nao perder o beneficio.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (uso por familiar), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0141";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"trabalhador que usa integracao";"Posso emprestar meu cartao para outra pessoa? Sou trabalhador que usa integracao e o caso envolve compartilhamento recorrente. Nao sei se foi erro ou fraude.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0142";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"titular com deslocamento recorrente";"Meu filho usou meu cartao. Isso pode bloquear? Sou titular com deslocamento recorrente e o caso envolve compartilhamento recorrente. Quero uma orientacao clara para nao perder o beneficio.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0143";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"beneficiario de gratuidade";"O que acontece se o sistema identificar compartilhamento? Sou beneficiario de gratuidade e o caso envolve compartilhamento recorrente. Estou tentando entender antes de usar novamente.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0144";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"trabalhador que usa integracao";"Uso por familiar e permitido? Sou trabalhador que usa integracao e o caso envolve compartilhamento recorrente. Nao sei se foi erro ou fraude.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0145";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"titular com deslocamento recorrente";"Existe diferenca entre emprestimo eventual e uso indevido? Sou titular com deslocamento recorrente e o caso envolve compartilhamento recorrente. Quero uma orientacao clara para nao perder o beneficio.";"Mesmo quando nao ha ma-fe, o compartilhamento pode violar a titularidade do cartao. Por isso vale consultar as regras antes de permitir qualquer uso por terceiros. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0146";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"beneficiario de gratuidade";"Como o sistema sabe que duas pessoas usaram o mesmo cartao? Sou beneficiario de gratuidade e o caso envolve compartilhamento recorrente. Estou tentando entender antes de usar novamente.";"Se houve uso indevido acidental, o ideal e relatar o ocorrido, confirmar os dados do titular e aguardar a avaliacao operacional do caso. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0147";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"trabalhador que usa integracao";"Compartilhar o cartao pode gerar bloqueio definitivo? Sou trabalhador que usa integracao e o caso envolve compartilhamento recorrente. Nao sei se foi erro ou fraude.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0148";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"titular com deslocamento recorrente";"Posso justificar um uso feito por outra pessoa? Sou titular com deslocamento recorrente e o caso envolve compartilhamento recorrente. Quero uma orientacao clara para nao perder o beneficio.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0149";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"beneficiario de gratuidade";"Se meu cartao foi usado por engano por outra pessoa, como regularizar? Sou beneficiario de gratuidade e o caso envolve compartilhamento recorrente. Estou tentando entender antes de usar novamente.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
